model,model_version,scenario,region,layer,group,year,value,unit,source_regions,source_variables,source_file_id
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Hydro,2060,22.028540,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Hydro,2070,29.609189,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Hydro,2080,40.488079,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Hydro,2090,43.349889,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Hydro,2100,42.722890,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Solar,2020,3.023481,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Solar,2030,18.284811,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Solar,2040,43.668136,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Solar,2050,80.307228,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Solar,2060,121.801914,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Solar,2070,156.329311,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Solar,2080,192.125541,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Solar,2090,219.418293,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Solar,2100,245.082461,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Wind,2020,5.762558,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Wind,2030,13.720952,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Wind,2040,24.112447,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Wind,2050,75.226659,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Wind,2060,117.375128,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Wind,2070,136.341586,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Wind,2080,141.212099,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Wind,2090,160.791728,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Wind,2100,183.886660,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Other,2020,0.376190,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Other,2030,0.752257,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Other,2040,4.284831,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Other,2050,28.481764,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Other,2060,36.028013,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Other,2070,44.649160,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Other,2080,54.766530,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Other,2090,60.092349,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Secondary electricity,Other,2100,68.560621,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Passenger transport,2020,58.632956,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Passenger transport,2030,65.386150,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Passenger transport,2040,63.544934,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Passenger transport,2050,60.966109,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Passenger transport,2060,48.995363,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Passenger transport,2070,44.229022,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Passenger transport,2080,48.658260,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Passenger transport,2090,54.909891,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Passenger transport,2100,62.644879,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Freight transport,2020,34.590295,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Freight transport,2030,41.580752,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Freight transport,2040,39.448439,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Freight transport,2050,29.443327,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Freight transport,2060,26.317965,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Freight transport,2070,27.374306,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Freight transport,2080,28.827205,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Freight transport,2090,30.347924,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Freight transport,2100,32.102285,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Iron & steel,2020,20.749181,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Iron & steel,2030,21.401620,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Iron & steel,2040,20.071610,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Iron & steel,2050,18.992620,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Iron & steel,2060,21.757600,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Iron & steel,2070,23.269491,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Iron & steel,2080,23.271229,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Iron & steel,2090,23.401349,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Iron & steel,2100,23.204069,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Space heating,2020,43.733359,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Space heating,2030,41.500920,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Space heating,2040,31.587787,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Space heating,2050,28.342440,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Space heating,2060,20.642715,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Space heating,2070,15.702767,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Space heating,2080,14.012267,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Space heating,2090,12.706808,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,World,Final energy,Space heating,2100,11.303247,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Coal,2020,7.004245,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Coal,2030,5.588867,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Coal,2040,1.954393,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Coal,2050,1.919993,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Coal,2060,2.453151,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Coal,2070,2.268417,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Coal,2080,1.957229,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Coal,2090,1.710117,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Coal,2100,1.417628,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Oil,2020,23.514783,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Oil,2030,26.573288,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Oil,2040,16.525749,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Oil,2050,8.926972,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Oil,2060,4.076067,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Oil,2070,2.230038,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Oil,2080,1.671269,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Oil,2090,1.373857,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Oil,2100,1.600727,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Gas,2020,17.174200,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Gas,2030,11.201750,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Gas,2040,4.615000,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Gas,2050,6.820121,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Gas,2060,7.181936,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Gas,2070,7.095287,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Gas,2080,6.454954,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Gas,2090,6.012240,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Gas,2100,5.871187,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Biomass,2020,8.008503,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Biomass,2030,10.128066,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Biomass,2040,8.655402,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Biomass,2050,13.730743,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Biomass,2060,22.664740,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Biomass,2070,24.433614,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Biomass,2080,22.188174,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Biomass,2090,22.115627,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Biomass,2100,19.455138,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Nuclear,2020,2.728134,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Nuclear,2030,2.852256,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Nuclear,2040,1.451474,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Nuclear,2050,0.137251,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Nuclear,2060,0.298341,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Nuclear,2070,0.828008,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Nuclear,2080,0.717588,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Nuclear,2090,0.697840,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Nuclear,2100,0.563150,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2020,4.405185,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2030,7.467979,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2040,15.767777,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2050,20.196782,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2060,19.974596,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2070,21.101467,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2080,24.074678,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2090,24.381032,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2100,25.744713,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Secondary electricity,Coal,2020,1.571970,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Secondary electricity,Coal,2030,1.431094,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Secondary electricity,Coal,2040,0.342420,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Secondary electricity,Coal,2050,0.076831,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_VLHO.xlsx
IMAGE,3.4,SSP2-VLHO,Europe (WEU + CEU),Secondary electricity,Coal,2060,0.331433,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_VLHO.xlsx
