model,model_version,scenario,region,layer,group,year,value,unit,source_regions,source_variables,source_file_id
IMAGE,3.4,SSP3-H,World,Primary energy,Non-biomass renewables,2020,24.773921,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Primary energy,Non-biomass renewables,2030,53.097769,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Primary energy,Non-biomass renewables,2040,81.581768,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Primary energy,Non-biomass renewables,2050,121.318423,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Primary energy,Non-biomass renewables,2060,160.086606,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Primary energy,Non-biomass renewables,2070,192.713484,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Primary energy,Non-biomass renewables,2080,221.103624,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Primary energy,Non-biomass renewables,2090,252.940938,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Primary energy,Non-biomass renewables,2100,286.328403,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Coal,2020,34.086428,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Coal,2030,46.986375,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Coal,2040,50.911141,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Coal,2050,46.403579,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Coal,2060,34.835983,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Coal,2070,29.450662,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Coal,2080,22.347646,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Coal,2090,18.638006,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Coal,2100,16.716992,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Gas,2020,22.839445,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Gas,2030,22.328359,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Gas,2040,19.514791,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Gas,2050,15.959040,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Gas,2060,15.092146,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Gas,2070,16.905417,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Gas,2080,22.601401,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Gas,2090,25.372179,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Gas,2100,25.733816,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Oil,2020,2.405043,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Oil,2030,2.992310,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Oil,2040,1.022691,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Oil,2050,0.038858,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Oil,2060,0.014438,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Oil,2070,0.029871,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Oil,2080,0.013254,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Oil,2090,0.007217,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Oil,2100,0.013164,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Biomass,2020,2.466505,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Biomass,2030,1.955436,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Biomass,2040,1.304168,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Biomass,2050,0.870349,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Biomass,2060,0.803699,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Biomass,2070,0.683620,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Biomass,2080,0.313924,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Biomass,2090,0.130100,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Biomass,2100,0.107201,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Nuclear,2020,9.635217,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Nuclear,2030,11.678230,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Nuclear,2040,15.458760,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Nuclear,2050,13.030050,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Nuclear,2060,14.200870,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Nuclear,2070,16.185180,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Nuclear,2080,21.031840,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Nuclear,2090,23.376470,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Nuclear,2100,24.653890,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Hydro,2020,15.647039,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Hydro,2030,21.384641,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Hydro,2040,22.880940,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Hydro,2050,24.662430,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Hydro,2060,22.744459,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Hydro,2070,22.438300,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Hydro,2080,22.937229,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Hydro,2090,23.837540,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Hydro,2100,24.085819,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Solar,2020,3.023481,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Solar,2030,18.489703,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Solar,2040,38.462752,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Solar,2050,62.492244,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Solar,2060,77.295529,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Solar,2070,92.717372,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Solar,2080,106.457014,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Solar,2090,118.658956,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Solar,2100,129.381051,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Wind,2020,5.762558,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Wind,2030,12.671353,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Wind,2040,18.535730,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Wind,2050,28.292018,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Wind,2060,47.354204,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Wind,2070,53.109439,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Wind,2080,54.704991,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Wind,2090,60.062421,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Wind,2100,70.702049,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Other,2020,0.376177,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Other,2030,0.756780,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Other,2040,2.515580,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Other,2050,8.691921,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Other,2060,16.945614,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Other,2070,22.179736,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Other,2080,26.581526,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Other,2090,30.189068,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Secondary electricity,Other,2100,33.983537,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Passenger transport,2020,58.632978,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Passenger transport,2030,69.177852,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Passenger transport,2040,76.466758,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Passenger transport,2050,89.680443,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Passenger transport,2060,100.145304,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Passenger transport,2070,110.880245,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Passenger transport,2080,121.000991,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Passenger transport,2090,129.254723,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Passenger transport,2100,134.481227,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Freight transport,2020,34.590327,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Freight transport,2030,44.138067,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Freight transport,2040,44.455372,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Freight transport,2050,41.673686,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Freight transport,2060,41.704804,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Freight transport,2070,42.418204,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Freight transport,2080,42.812028,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Freight transport,2090,43.000331,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Freight transport,2100,42.515966,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Iron & steel,2020,20.749181,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Iron & steel,2030,21.535271,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Iron & steel,2040,19.282999,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Iron & steel,2050,17.153520,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Iron & steel,2060,18.002180,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Iron & steel,2070,18.894830,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Iron & steel,2080,19.721501,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Iron & steel,2090,20.863789,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Iron & steel,2100,21.577550,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Space heating,2020,43.729081,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Space heating,2030,44.593680,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Space heating,2040,46.315071,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Space heating,2050,49.509049,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Space heating,2060,49.430991,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Space heating,2070,47.087880,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Space heating,2080,45.911889,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Space heating,2090,44.840929,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,World,Final energy,Space heating,2100,42.765050,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Coal,2020,7.004187,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Coal,2030,10.228917,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Coal,2040,9.385345,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Coal,2050,8.256560,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Coal,2060,7.164162,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Coal,2070,7.852007,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Coal,2080,8.803301,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Coal,2090,10.540956,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Coal,2100,11.346497,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Oil,2020,23.514863,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Oil,2030,28.325532,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Oil,2040,22.565458,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Oil,2050,17.780937,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Oil,2060,17.275284,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP3_H.xlsx
IMAGE,3.4,SSP3-H,Europe (WEU + CEU),Primary energy,Oil,2070,17.173552,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP3_H.xlsx
