model,scenario,year,database_name,source_database,premise_version,case,technology,region,r10_mapping_status,activity_key,functional_unit,method_family,category,indicator,unit,calculation_timestamp,provenance_id,score
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '9e4bc51fb1c7471c85a7ff3284a87809')",1 vehicle-km passenger-car transport,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329134204:user deprivation potential (deprivation-weighted water consumption),0.06977681692145817
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '35b1a803df194f5d8b0de7fcda7bc07b')",1 kg unspecified cement,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329102221:GWP 100a, incl. H and bio CO2",0.6762868945125913
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '35b1a803df194f5d8b0de7fcda7bc07b')",1 kg unspecified cement,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329102221:abiotic depletion potential (ADP): elements (ultimate reserves),2.056792613064561e-06
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '35b1a803df194f5d8b0de7fcda7bc07b')",1 kg unspecified cement,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329102221:soil quality index,0.6804815519213314
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '35b1a803df194f5d8b0de7fcda7bc07b')",1 kg unspecified cement,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329102221:user deprivation potential (deprivation-weighted water consumption),0.06235258367596059
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '1ba8d7e71d7049f4bfeb3fe6baea06a5')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329133257:GWP 100a, incl. H and bio CO2",-0.7816705562263802
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '1ba8d7e71d7049f4bfeb3fe6baea06a5')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329133257:abiotic depletion potential (ADP): elements (ultimate reserves),2.262402365244737e-06
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '1ba8d7e71d7049f4bfeb3fe6baea06a5')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329133257:soil quality index,3.1865916398396763
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '1ba8d7e71d7049f4bfeb3fe6baea06a5')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329133257:user deprivation potential (deprivation-weighted water consumption),0.24073971248371281
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', 'c9d149d51428403e92a862764b8f9ee4')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329133041:GWP 100a, incl. H and bio CO2",-0.8339130360156362
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', 'c9d149d51428403e92a862764b8f9ee4')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329133041:abiotic depletion potential (ADP): elements (ultimate reserves),1.406318388826797e-06
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', 'c9d149d51428403e92a862764b8f9ee4')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329133041:soil quality index,2.249035739029287
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', 'c9d149d51428403e92a862764b8f9ee4')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329133041:user deprivation potential (deprivation-weighted water consumption),0.1580218970373124
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2060', 'd22d35749228462c9df89c73661371d1')",1 kWh low-voltage electricity,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329155855:GWP 100a, incl. H and bio CO2",-0.054810107636243575
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2060', 'd22d35749228462c9df89c73661371d1')",1 kWh low-voltage electricity,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329155855:abiotic depletion potential (ADP): elements (ultimate reserves),3.5524357296092737e-06
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2060', 'd22d35749228462c9df89c73661371d1')",1 kWh low-voltage electricity,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329155855:soil quality index,1.8319854639125888
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2060', 'd22d35749228462c9df89c73661371d1')",1 kWh low-voltage electricity,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329155855:user deprivation potential (deprivation-weighted water consumption),0.09383924938297153
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', 'e70a6d85556f411092ee4f54207fcdd8')",1 kg low-alloyed steel,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329174094:GWP 100a, incl. H and bio CO2",0.5207326365992204
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', 'e70a6d85556f411092ee4f54207fcdd8')",1 kg low-alloyed steel,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329174094:abiotic depletion potential (ADP): elements (ultimate reserves),8.163181865215371e-06
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', 'e70a6d85556f411092ee4f54207fcdd8')",1 kg low-alloyed steel,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329174094:soil quality index,5.70726484559295
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', 'e70a6d85556f411092ee4f54207fcdd8')",1 kg low-alloyed steel,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329174094:user deprivation potential (deprivation-weighted water consumption),0.36962804712284625
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '4741680abe3445daa234f1b3da4caaa8')",1 vehicle-km passenger-car transport,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329184987:GWP 100a, incl. H and bio CO2",0.06906540784003581
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '4741680abe3445daa234f1b3da4caaa8')",1 vehicle-km passenger-car transport,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329184987:abiotic depletion potential (ADP): elements (ultimate reserves),8.385860730193549e-06
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '4741680abe3445daa234f1b3da4caaa8')",1 vehicle-km passenger-car transport,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329184987:soil quality index,3.251157131222663
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '4741680abe3445daa234f1b3da4caaa8')",1 vehicle-km passenger-car transport,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329184987:user deprivation potential (deprivation-weighted water consumption),0.06122545095700127
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '6ad013dc623f49088f7c8ed4709887f5')",1 kg unspecified cement,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329152978:GWP 100a, incl. H and bio CO2",0.13476029702713654
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '6ad013dc623f49088f7c8ed4709887f5')",1 kg unspecified cement,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329152978:abiotic depletion potential (ADP): elements (ultimate reserves),2.560041438565118e-06
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '6ad013dc623f49088f7c8ed4709887f5')",1 kg unspecified cement,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329152978:soil quality index,1.4464967701702938
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '6ad013dc623f49088f7c8ed4709887f5')",1 kg unspecified cement,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329152978:user deprivation potential (deprivation-weighted water consumption),0.14857097954484452
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '1202899b5c174a899db119d12b48191b')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329184017:GWP 100a, incl. H and bio CO2",-1.0245553530594749
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '1202899b5c174a899db119d12b48191b')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329184017:abiotic depletion potential (ADP): elements (ultimate reserves),2.290361213486318e-06
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '1202899b5c174a899db119d12b48191b')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329184017:soil quality index,4.363728148609937
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '1202899b5c174a899db119d12b48191b')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329184017:user deprivation potential (deprivation-weighted water consumption),0.16725409178974804
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '236ab95c52b4415da158e0cb845fff70')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329183801:GWP 100a, incl. H and bio CO2",-1.010837088702596
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '236ab95c52b4415da158e0cb845fff70')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329183801:abiotic depletion potential (ADP): elements (ultimate reserves),1.4655546101705188e-06
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '236ab95c52b4415da158e0cb845fff70')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329183801:soil quality index,3.085876246353468
image,SSP2-VLHO,2060,esd-ei312-cutoff-image-ssp2-vlho-2060,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2060', '236ab95c52b4415da158e0cb845fff70')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2060:338987850329183801:user deprivation potential (deprivation-weighted water consumption),0.11106211896139176
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp1-l-2020', 'a806be078184442b9ad7e4db2517ca6a')",1 kWh low-voltage electricity,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp1-l-2020:338987850329206638:GWP 100a, incl. H and bio CO2",0.2508192477997371
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp1-l-2020', 'a806be078184442b9ad7e4db2517ca6a')",1 kWh low-voltage electricity,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329206638:abiotic depletion potential (ADP): elements (ultimate reserves),2.5115283379074105e-06
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp1-l-2020', 'a806be078184442b9ad7e4db2517ca6a')",1 kWh low-voltage electricity,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329206638:soil quality index,1.6478394399589527
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp1-l-2020', 'a806be078184442b9ad7e4db2517ca6a')",1 kWh low-voltage electricity,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329206638:user deprivation potential (deprivation-weighted water consumption),0.18230747913731946
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', 'e234955cd5cb4fd9a8da4c29977c7a20')",1 kg low-alloyed steel,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp1-l-2020:338987850329224877:GWP 100a, incl. H and bio CO2",1.4053526108344392
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', 'e234955cd5cb4fd9a8da4c29977c7a20')",1 kg low-alloyed steel,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329224877:abiotic depletion potential (ADP): elements (ultimate reserves),7.269809296484373e-06
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', 'e234955cd5cb4fd9a8da4c29977c7a20')",1 kg low-alloyed steel,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329224877:soil quality index,4.675984651681856
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', 'e234955cd5cb4fd9a8da4c29977c7a20')",1 kg low-alloyed steel,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329224877:user deprivation potential (deprivation-weighted water consumption),0.4463132028496502
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', '3329493daae24a6f9457836ca000504d')",1 vehicle-km passenger-car transport,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp1-l-2020:338987850329235728:GWP 100a, incl. H and bio CO2",0.303369273193561
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', '3329493daae24a6f9457836ca000504d')",1 vehicle-km passenger-car transport,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329235728:abiotic depletion potential (ADP): elements (ultimate reserves),5.848389558674754e-06
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', '3329493daae24a6f9457836ca000504d')",1 vehicle-km passenger-car transport,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329235728:soil quality index,2.450310383304128
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', '3329493daae24a6f9457836ca000504d')",1 vehicle-km passenger-car transport,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329235728:user deprivation potential (deprivation-weighted water consumption),0.057489144167815254
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp1-l-2020', '7b8af082824b46d8a4a45169f27bd0b2')",1 kg unspecified cement,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp1-l-2020:338987850329203761:GWP 100a, incl. H and bio CO2",0.7578146903786918
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp1-l-2020', '7b8af082824b46d8a4a45169f27bd0b2')",1 kg unspecified cement,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329203761:abiotic depletion potential (ADP): elements (ultimate reserves),2.0104657754737422e-06
